Formatted Date,Summary,Precip Type,Temperature,Apparent Temperature (C),Humidity,Wind Speed (km/h),Wind Bearing (degrees),Visibility (km),Loud Cover,Pressure,Daily Summary
2008-05-01 11:00:00.000 +0200,Partly Cloudy,rain,19.76666667,19.76666667,0.49,11.6081,242,11.4471,0,1014.32,Partly cloudy throughout the day.
2008-05-01 19:00:00.000 +0200,Partly Cloudy,rain,17.15555556,17.15555556,0.63,9.177,234,11.27,0,1013.25,Partly cloudy throughout the day.
2008-05-01 20:00:00.000 +0200,Breezy and Partly Cloudy,rain,15.26666667,15.26666667,0.7,33.0694,296,11.3183,0,1014.17,Partly cloudy throughout the day.
2008-05-13 20:00:00.000 +0200,Partly Cloudy,rain,18.52777778,18.52777778,0.47,1.9481,125,10.5777,0,1013.6,Partly cloudy starting in the morning continuing until night.
2008-05-13 21:00:00.000 +0200,Partly Cloudy,rain,15.06666667,15.06666667,0.6,3.22,130,9.982,0,1013.79,Partly cloudy starting in the morning continuing until night.
2008-05-14 08:00:00.000 +0200,Partly Cloudy,rain,16.88333333,16.88333333,0.64,3.4293,41,10.5777,0,1014.22,Partly cloudy starting overnight.
2008-05-14 09:00:00.000 +0200,Partly Cloudy,rain,19.85555556,19.85555556,0.46,4.9749,87,10.2557,0,1014.18,Partly cloudy starting overnight.
2008-05-14 20:00:00.000 +0200,Partly Cloudy,rain,18.16666667,18.16666667,0.54,16.3093,2,11.3988,0,1013.0,Partly cloudy starting overnight.
2008-05-14 21:00:00.000 +0200,Partly Cloudy,rain,16.20555556,16.20555556,0.62,16.1,50,9.982,0,1013.81,Partly cloudy starting overnight.
2008-05-15 08:00:00.000 +0200,Partly Cloudy,rain,16.98888889,16.98888889,0.66,5.2486,109,10.3523,0,1013.86,Partly cloudy until night.
2008-05-15 09:00:00.000 +0200,Partly Cloudy,rain,18.96111111,18.96111111,0.6,4.9749,150,9.982,0,1013.84,Partly cloudy until night.
2008-05-24 09:00:00.000 +0200,Partly Cloudy,rain,19.88333333,19.88333333,0.61,10.8836,252,9.982,0,1013.45,Partly cloudy starting in the morning continuing until night.
2008-05-25 09:00:00.000 +0200,Partly Cloudy,rain,19.95,19.95,0.61,15.4882,258,9.982,0,1013.83,Partly cloudy starting overnight.
2008-05-26 21:00:00.000 +0200,Mostly Cloudy,rain,19.92777778,19.92777778,0.68,11.27,100,9.982,0,1015.85,Mostly cloudy throughout the day.
2008-05-26 22:00:00.000 +0200,Mostly Cloudy,rain,19.30555556,19.30555556,0.69,10.948,100,15.8263,0,1016.13,Mostly cloudy throughout the day.
2008-05-26 23:00:00.000 +0200,Mostly Cloudy,rain,19.25555556,19.25555556,0.7,10.8192,103,14.9569,0,1015.87,Mostly cloudy throughout the day.
2008-05-27 00:00:00.000 +0200,Mostly Cloudy,rain,18.65555556,18.65555556,0.69,13.685,110,15.8263,0,1015.66,Partly cloudy starting overnight continuing until afternoon.
2008-05-28 02:00:00.000 +0200,Clear,rain,16.94444444,16.94444444,0.58,15.8907,43,14.9569,0,1016.5,Partly cloudy starting in the evening.
2008-05-29 00:00:00.000 +0200,Clear,rain,18.88333333,18.88333333,0.52,17.8227,52,15.8263,0,1015.81,Partly cloudy starting in the morning continuing until night.
2008-05-29 01:00:00.000 +0200,Clear,rain,18.23888889,18.23888889,0.52,17.4524,42,15.8263,0,1016.31,Partly cloudy starting in the morning continuing until night.
2008-05-29 02:00:00.000 +0200,Partly Cloudy,rain,15.82777778,15.82777778,0.65,6.4078,162,14.9569,0,1015.73,Partly cloudy starting in the morning continuing until night.
2008-05-29 21:00:00.000 +0200,Mostly Cloudy,rain,18.88333333,18.88333333,0.56,10.8192,128,9.982,0,1015.35,Partly cloudy starting in the morning continuing until night.
2008-05-29 22:00:00.000 +0200,Partly Cloudy,rain,19.30555556,19.30555556,0.61,10.7065,148,15.8263,0,1015.84,Partly cloudy starting in the morning continuing until night.
2008-05-29 23:00:00.000 +0200,Partly Cloudy,rain,18.7,18.7,0.57,10.4167,161,15.3111,0,1015.84,Partly cloudy starting in the morning continuing until night.
2008-05-30 00:00:00.000 +0200,Partly Cloudy,rain,17.07777778,17.07777778,0.64,10.1591,159,15.8263,0,1015.83,Partly cloudy until morning.
2008-05-30 01:00:00.000 +0200,Partly Cloudy,rain,15.52777778,15.52777778,0.67,5.9892,156,15.8263,0,1015.83,Partly cloudy until morning.
2008-05-30 07:00:00.000 +0200,Partly Cloudy,rain,16.11666667,16.11666667,0.67,12.3648,139,9.982,0,1015.45,Partly cloudy until morning.
2008-05-30 08:00:00.000 +0200,Clear,rain,17.85,17.85,0.6,16.2449,137,9.982,0,1015.4,Partly cloudy until morning.
2008-05-31 07:00:00.000 +0200,Partly Cloudy,rain,19.84444444,19.84444444,0.69,10.9158,139,9.982,0,1013.38,Partly cloudy until night.
2008-05-08 19:00:00.000 +0200,Partly Cloudy,rain,17.95555556,17.95555556,0.42,4.0089,61,9.982,0,1015.56,Partly cloudy starting in the morning.
2008-11-01 08:00:00.000 +0100,Partly Cloudy,rain,17.03888889,17.03888889,0.68,24.472,130,9.982,0,1014.81,Mostly cloudy throughout the day.
2008-11-01 09:00:00.000 +0100,Breezy and Mostly Cloudy,rain,17.66111111,17.66111111,0.66,29.1088,130,9.982,0,1013.38,Mostly cloudy throughout the day.
2008-11-01 10:00:00.000 +0100,Mostly Cloudy,rain,17.94444444,17.94444444,0.69,24.4076,149,10.3523,0,1013.04,Mostly cloudy throughout the day.
2008-11-01 11:00:00.000 +0100,Mostly Cloudy,rain,19.83888889,19.83888889,0.62,26.3074,150,10.0464,0,1013.04,Mostly cloudy throughout the day.
2008-10-01 10:00:00.000 +0200,Mostly Cloudy,rain,16.08888889,16.08888889,0.62,17.0016,202,10.0464,0,1013.07,Mostly cloudy throughout the day.
2008-10-01 11:00:00.000 +0200,Mostly Cloudy,rain,17.57222222,17.57222222,0.54,19.9479,221,10.0303,0,1013.13,Mostly cloudy throughout the day.
2008-10-16 11:00:00.000 +0200,Mostly Cloudy,rain,19.77777778,19.77777778,0.64,15.2145,198,5.6833,0,1016.96,Foggy in the morning.
2008-10-28 13:00:00.000 +0100,Mostly Cloudy,rain,16.14444444,16.14444444,0.58,15.6009,158,9.982,0,1013.47,Mostly cloudy starting overnight.
2008-10-31 10:00:00.000 +0100,Partly Cloudy,rain,17.03888889,17.03888889,0.68,14.1841,169,9.982,0,1016.67,Partly cloudy starting in the morning.
2008-10-31 12:00:00.000 +0100,Mostly Cloudy,rain,19.97777778,19.97777778,0.5,14.3451,188,10.0464,0,1016.85,Partly cloudy starting in the morning.
2008-10-06 11:00:00.000 +0200,Partly Cloudy,rain,15.78333333,15.78333333,0.5,16.0839,278,10.3523,0,1016.45,Partly cloudy starting in the evening.
2008-10-06 14:00:00.000 +0200,Mostly Cloudy,rain,17.89444444,17.89444444,0.43,17.7583,290,10.3523,0,1016.7,Partly cloudy starting in the evening.
2008-10-06 17:00:00.000 +0200,Mostly Cloudy,rain,17.46666667,17.46666667,0.5,8.8711,279,10.3523,0,1016.61,Partly cloudy starting in the evening.
2008-09-11 09:00:00.000 +0200,Mostly Cloudy,rain,19.82222222,19.82222222,0.63,3.9928,201,9.9015,0,1015.64,Partly cloudy starting overnight.
2008-09-13 12:00:00.000 +0200,Mostly Cloudy,rain,17.12777778,17.12777778,0.48,26.6294,31,9.982,0,1013.33,Mostly cloudy throughout the day.
2008-09-13 13:00:00.000 +0200,Partly Cloudy,rain,17.28888889,17.28888889,0.41,26.5328,31,9.982,0,1013.2,Mostly cloudy throughout the day.
2008-09-13 14:00:00.000 +0200,Partly Cloudy,rain,17.76666667,17.76666667,0.42,25.438,36,10.3523,0,1013.09,Mostly cloudy throughout the day.
2008-09-13 15:00:00.000 +0200,Partly Cloudy,rain,17.84444444,17.84444444,0.37,25.277,40,9.982,0,1013.19,Mostly cloudy throughout the day.
2008-09-13 16:00:00.000 +0200,Mostly Cloudy,rain,17.86111111,17.86111111,0.3,26.5811,22,9.982,0,1013.2,Mostly cloudy throughout the day.
2008-09-13 17:00:00.000 +0200,Partly Cloudy,rain,17.33333333,17.33333333,0.34,26.082,30,10.3523,0,1013.23,Mostly cloudy throughout the day.
2008-09-13 18:00:00.000 +0200,Mostly Cloudy,rain,16.12777778,16.12777778,0.36,26.1464,31,9.982,0,1013.32,Mostly cloudy throughout the day.
2008-09-14 15:00:00.000 +0200,Mostly Cloudy,rain,16.04444444,16.04444444,0.44,12.9605,40,9.982,0,1016.72,Mostly cloudy throughout the day.
2008-09-02 21:00:00.000 +0200,Partly Cloudy,rain,19.77222222,19.77222222,0.57,4.4758,178,9.982,0,1014.55,Partly cloudy until night.
2008-09-02 22:00:00.000 +0200,Partly Cloudy,rain,19.70555556,19.70555556,0.56,6.1502,180,15.8263,0,1014.57,Partly cloudy until night.
2008-09-02 23:00:00.000 +0200,Partly Cloudy,rain,18.24444444,18.24444444,0.64,5.7477,164,15.3111,0,1014.67,Partly cloudy until night.
2008-09-22 15:00:00.000 +0200,Mostly Cloudy,rain,15.97222222,15.97222222,0.57,5.0393,335,11.27,0,1014.89,Mostly cloudy throughout the day.
2008-09-23 12:00:00.000 +0200,Mostly Cloudy,rain,16.08888889,16.08888889,0.62,3.0429,315,11.27,0,1015.4,Mostly cloudy throughout the day.
2008-09-23 13:00:00.000 +0200,Partly Cloudy,rain,17.2,17.2,0.52,4.4114,320,11.27,0,1015.01,Mostly cloudy throughout the day.
2008-09-23 14:00:00.000 +0200,Partly Cloudy,rain,17.17777778,17.17777778,0.51,2.1735,337,11.4471,0,1015.04,Mostly cloudy throughout the day.
2008-09-23 15:00:00.000 +0200,Mostly Cloudy,rain,17.2,17.2,0.48,4.2987,3,11.27,0,1014.64,Mostly cloudy throughout the day.
2008-09-23 16:00:00.000 +0200,Mostly Cloudy,rain,17.17777778,17.17777778,0.48,0.4025,182,11.2056,0,1014.54,Mostly cloudy throughout the day.
2008-09-23 17:00:00.000 +0200,Partly Cloudy,rain,16.25,16.25,0.56,2.6565,346,11.3988,0,1014.81,Mostly cloudy throughout the day.
2008-09-23 18:00:00.000 +0200,Mostly Cloudy,rain,16.03888889,16.03888889,0.58,5.1198,100,11.2056,0,1015.13,Mostly cloudy throughout the day.
2008-09-03 00:00:00.000 +0200,Clear,rain,16.97222222,16.97222222,0.66,6.1502,130,9.982,0,1014.55,Partly cloudy starting in the afternoon continuing until evening.
2008-09-03 01:00:00.000 +0200,Clear,rain,15.88333333,15.88333333,0.7,5.6994,160,15.8263,0,1014.54,Partly cloudy starting in the afternoon continuing until evening.
2008-09-30 13:00:00.000 +0200,Partly Cloudy,rain,18.88888889,18.88888889,0.48,12.8639,221,11.2056,0,1016.6,Partly cloudy starting in the morning continuing until evening.
2008-09-30 14:00:00.000 +0200,Partly Cloudy,rain,18.92222222,18.92222222,0.46,12.7673,225,11.3988,0,1016.21,Partly cloudy starting in the morning continuing until evening.
2008-09-30 17:00:00.000 +0200,Partly Cloudy,rain,18.92222222,18.92222222,0.43,13.5401,233,10.3523,0,1014.97,Partly cloudy starting in the morning continuing until evening.
2008-09-30 18:00:00.000 +0200,Partly Cloudy,rain,16.15555556,16.15555556,0.56,9.2414,220,9.982,0,1014.79,Partly cloudy starting in the morning continuing until evening.
2008-09-05 05:00:00.000 +0200,Clear,rain,18.75555556,18.75555556,0.7,6.8264,174,14.9569,0,1013.19,Partly cloudy until evening.
2008-09-06 03:00:00.000 +0200,Partly Cloudy,rain,18.8,18.8,0.7,3.4615,182,16.1,0,1013.46,Partly cloudy until afternoon.
2008-09-06 07:00:00.000 +0200,Partly Cloudy,rain,18.8,18.8,0.66,9.4346,161,9.982,0,1014.29,Partly cloudy until afternoon.
2009-04-10 09:00:00.000 +0200,Partly Cloudy,rain,17.22222222,17.22222222,0.54,11.27,170,9.982,0,1016.5,Partly cloudy starting overnight.
2009-04-10 10:00:00.000 +0200,Partly Cloudy,rain,18.88888889,18.88888889,0.47,9.66,160,9.982,0,1016.5,Partly cloudy starting overnight.
2009-04-11 09:00:00.000 +0200,Partly Cloudy,rain,16.11111111,16.11111111,0.62,24.15,170,9.982,0,1013.4,Partly cloudy starting in the morning continuing until evening.
2009-04-11 10:00:00.000 +0200,Partly Cloudy,rain,18.88888889,18.88888889,0.52,17.71,170,9.982,0,1013.4,Partly cloudy starting in the morning continuing until evening.
2009-04-11 11:00:00.000 +0200,Clear,rain,19.95,19.95,0.52,12.0106,180,10.3684,0,1013.58,Partly cloudy starting in the morning continuing until evening.
2009-04-11 21:00:00.000 +0200,Clear,rain,17.77777778,17.77777778,0.46,25.76,160,9.982,0,1013.2,Partly cloudy starting in the morning continuing until evening.
2009-04-11 22:00:00.000 +0200,Clear,rain,17.22222222,17.22222222,0.48,20.93,170,16.1,0,1013.7,Partly cloudy starting in the morning continuing until evening.
2009-04-11 23:00:00.000 +0200,Clear,rain,15.53888889,15.53888889,0.51,24.5525,167,15.1501,0,1013.88,Partly cloudy starting in the morning continuing until evening.
2009-04-12 10:00:00.000 +0200,Breezy and Partly Cloudy,rain,16.11111111,16.11111111,0.41,28.98,170,9.982,0,1013.9,Partly cloudy in the morning.
2009-04-12 11:00:00.000 +0200,Clear,rain,17.76111111,17.76111111,0.41,26.6133,169,10.3684,0,1013.65,Partly cloudy in the morning.
2009-04-12 12:00:00.000 +0200,Clear,rain,18.88888889,18.88888889,0.4,22.54,170,9.982,0,1013.1,Partly cloudy in the morning.
2009-04-15 10:00:00.000 +0200,Partly Cloudy,rain,16.11111111,16.11111111,0.62,8.05,310,9.982,0,1013.3,Partly cloudy until evening.
2009-04-15 11:00:00.000 +0200,Clear,rain,17.67222222,17.67222222,0.52,7.8568,324,9.982,0,1013.78,Partly cloudy until evening.
2009-04-15 12:00:00.000 +0200,Mostly Cloudy,rain,18.88888889,18.88888889,0.47,11.27,340,9.982,0,1013.1,Partly cloudy until evening.
2009-04-15 13:00:00.000 +0200,Partly Cloudy,rain,20.0,20.0,0.37,8.05,0,9.982,0,1013.1,Partly cloudy until evening.
2009-04-16 10:00:00.000 +0200,Clear,rain,16.11111111,16.11111111,0.48,11.27,70,9.982,0,1015.7,Partly cloudy starting in the afternoon continuing until night.
2009-04-16 11:00:00.000 +0200,Clear,rain,17.76111111,17.76111111,0.45,4.2343,75,10.3684,0,1015.59,Partly cloudy starting in the afternoon continuing until night.
2009-04-16 12:00:00.000 +0200,Clear,rain,20.0,20.0,0.4,8.05,40,9.982,0,1015.2,Partly cloudy starting in the afternoon continuing until night.
2009-04-18 10:00:00.000 +0200,Partly Cloudy,rain,17.77777778,17.77777778,0.56,11.27,280,9.982,0,1015.2,Foggy starting overnight continuing until morning.
2009-04-18 11:00:00.000 +0200,Partly Cloudy,rain,18.75,18.75,0.48,9.1287,257,11.4471,0,1015.47,Foggy starting overnight continuing until morning.
2009-04-18 12:00:00.000 +0200,Mostly Cloudy,rain,20.0,20.0,0.45,9.66,230,11.27,0,1015.4,Foggy starting overnight continuing until morning.
2009-04-18 13:00:00.000 +0200,Partly Cloudy,rain,20.0,20.0,0.37,12.88,210,11.27,0,1015.2,Foggy starting overnight continuing until morning.
2009-04-18 15:00:00.000 +0200,Mostly Cloudy,rain,20.0,20.0,0.4,12.88,200,9.982,0,1014.6,Foggy starting overnight continuing until morning.
2009-04-18 16:00:00.000 +0200,Mostly Cloudy,rain,20.0,20.0,0.4,4.83,190,9.982,0,1014.4,Foggy starting overnight continuing until morning.
2009-04-18 19:00:00.000 +0200,Mostly Cloudy,rain,17.77777778,17.77777778,0.43,4.83,280,11.27,0,1014.8,Foggy starting overnight continuing until morning.
2009-04-18 20:00:00.000 +0200,Mostly Cloudy,rain,16.28333333,16.28333333,0.47,4.0089,73,10.3684,0,1015.42,Foggy starting overnight continuing until morning.
2009-04-21 18:00:00.000 +0200,Mostly Cloudy,rain,20.0,20.0,0.31,20.93,20,9.982,0,1014.7,Mostly cloudy throughout the day.
2009-04-21 19:00:00.000 +0200,Partly Cloudy,rain,17.77777778,17.77777778,0.37,14.49,10,9.982,0,1014.5,Mostly cloudy throughout the day.
2009-04-22 09:00:00.000 +0200,Mostly Cloudy,rain,17.22222222,17.22222222,0.58,4.83,10,9.982,0,1016.6,Partly cloudy starting overnight.
2009-04-22 10:00:00.000 +0200,Mostly Cloudy,rain,17.77777778,17.77777778,0.56,4.83,60,11.27,0,1016.7,Partly cloudy starting overnight.
2009-04-22 11:00:00.000 +0200,Mostly Cloudy,rain,17.55555556,17.55555556,0.53,8.7101,140,11.4471,0,1016.49,Partly cloudy starting overnight.
2009-04-22 12:00:00.000 +0200,Mostly Cloudy,rain,17.77777778,17.77777778,0.56,8.05,180,11.27,0,1016.6,Partly cloudy starting overnight.
2009-04-22 13:00:00.000 +0200,Partly Cloudy,rain,17.77777778,17.77777778,0.65,9.66,210,11.27,0,1016.5,Partly cloudy starting overnight.
2009-04-22 14:00:00.000 +0200,Partly Cloudy,rain,18.75,18.75,0.48,11.109,206,11.4471,0,1016.35,Partly cloudy starting overnight.
2009-04-22 15:00:00.000 +0200,Partly Cloudy,rain,17.77777778,17.77777778,0.52,12.88,200,11.27,0,1015.9,Partly cloudy starting overnight.
2009-04-22 16:00:00.000 +0200,Partly Cloudy,rain,17.77777778,17.77777778,0.5,14.49,220,11.27,0,1015.6,Partly cloudy starting overnight.
2009-04-22 17:00:00.000 +0200,Partly Cloudy,rain,17.77777778,17.77777778,0.51,16.1161,197,11.4471,0,1015.58,Partly cloudy starting overnight.
2009-04-22 18:00:00.000 +0200,Partly Cloudy,rain,16.11111111,16.11111111,0.52,20.93,210,9.982,0,1015.4,Partly cloudy starting overnight.
2009-04-22 19:00:00.000 +0200,Partly Cloudy,rain,15.0,15.0,0.55,14.49,190,11.27,0,1015.9,Partly cloudy starting overnight.
2009-04-27 19:00:00.000 +0200,Partly Cloudy,rain,17.77777778,17.77777778,0.33,25.76,140,9.982,0,1015.4,Partly cloudy until evening and breezy starting in the morning continuing until evening.
2009-04-27 20:00:00.000 +0200,Partly Cloudy,rain,16.2,16.2,0.35,25.8405,127,10.3684,0,1015.37,Partly cloudy until evening and breezy starting in the morning continuing until evening.
2009-04-27 21:00:00.000 +0200,Partly Cloudy,rain,15.0,15.0,0.36,25.76,140,9.982,0,1015.5,Partly cloudy until evening and breezy starting in the morning continuing until evening.
2009-04-28 09:00:00.000 +0200,Breezy and Partly Cloudy,rain,17.22222222,17.22222222,0.38,35.42,130,9.982,0,1013.1,Breezy starting in the morning continuing until afternoon and partly cloudy starting in the morning.
2009-04-04 19:00:00.000 +0200,Partly Cloudy,rain,20.0,20.0,0.37,4.83,60,9.982,0,1017.0,Partly cloudy starting in the morning continuing until night.
2009-04-05 19:00:00.000 +0200,Partly Cloudy,rain,18.88888889,18.88888889,0.43,11.27,40,9.982,0,1016.2,Partly cloudy throughout the day.
2009-04-05 20:00:00.000 +0200,Partly Cloudy,rain,16.47222222,16.47222222,0.43,7.9695,13,10.3684,0,1016.53,Partly cloudy throughout the day.
2009-04-06 12:00:00.000 +0200,Mostly Cloudy,rain,20.0,20.0,0.4,0.0,0,9.982,0,1016.9,Partly cloudy until night.
2009-04-06 13:00:00.000 +0200,Mostly Cloudy,rain,20.0,20.0,0.4,4.83,240,9.982,0,1016.2,Partly cloudy until night.
2009-04-06 20:00:00.000 +0200,Partly Cloudy,rain,15.34444444,15.34444444,0.49,3.0751,328,10.3684,0,1013.24,Partly cloudy until night.
2009-04-07 09:00:00.000 +0200,Mostly Cloudy,rain,15.0,15.0,0.62,4.83,160,9.982,0,1014.1,Partly cloudy throughout the day.
2009-04-07 10:00:00.000 +0200,Partly Cloudy,rain,17.77777778,17.77777778,0.6,12.88,180,9.982,0,1014.2,Partly cloudy throughout the day.
2009-04-07 11:00:00.000 +0200,Partly Cloudy,rain,19.91111111,19.91111111,0.49,12.1072,201,9.982,0,1014.27,Partly cloudy throughout the day.
2009-04-07 17:00:00.000 +0200,Partly Cloudy,rain,19.21666667,19.21666667,0.36,19.481,321,10.3684,0,1013.33,Partly cloudy throughout the day.
2009-04-07 18:00:00.000 +0200,Partly Cloudy,rain,17.22222222,17.22222222,0.44,8.05,340,9.982,0,1013.6,Partly cloudy throughout the day.
2009-04-07 19:00:00.000 +0200,Partly Cloudy,rain,16.11111111,16.11111111,0.52,1.61,120,9.982,0,1013.6,Partly cloudy throughout the day.
2009-04-08 19:00:00.000 +0200,Partly Cloudy,rain,17.77777778,17.77777778,0.37,9.66,150,9.982,0,1015.5,Partly cloudy until night.
2009-04-08 20:00:00.000 +0200,Partly Cloudy,rain,17.41111111,17.41111111,0.37,8.1949,157,9.982,0,1016.13,Partly cloudy until night.
2009-04-09 20:00:00.000 +0200,Partly Cloudy,rain,17.44444444,17.44444444,0.4,2.3506,118,9.982,0,1016.55,Partly cloudy throughout the day.
2009-08-28 04:00:00.000 +0200,Partly Cloudy,rain,20.0,20.0,0.68,6.44,330,16.1,0,1014.8,Partly cloudy until night.
2009-08-28 07:00:00.000 +0200,Partly Cloudy,rain,20.0,20.0,0.68,4.83,10,9.982,0,1014.6,Partly cloudy until night.
2009-08-29 22:00:00.000 +0200,Breezy and Mostly Cloudy,rain,18.88888889,18.88888889,0.7,28.98,320,16.1,0,1015.7,Partly cloudy starting in the morning and breezy starting in the afternoon continuing until evening.
2009-07-10 09:00:00.000 +0200,Mostly Cloudy,rain,20.0,20.0,0.61,8.05,30,9.982,0,1014.4,Mostly cloudy throughout the day.
2009-07-11 10:00:00.000 +0200,Partly Cloudy,rain,20.0,20.0,0.57,17.71,0,11.27,0,1014.8,Mostly cloudy throughout the day.
2009-07-11 21:00:00.000 +0200,Mostly Cloudy,rain,20.0,20.0,0.57,12.88,310,9.982,0,1014.3,Mostly cloudy throughout the day.
2009-07-11 22:00:00.000 +0200,Mostly Cloudy,rain,18.88888889,18.88888889,0.61,11.27,320,16.1,0,1014.5,Mostly cloudy throughout the day.
2009-07-11 23:00:00.000 +0200,Mostly Cloudy,rain,17.67222222,17.67222222,0.61,11.2056,301,15.1501,0,1014.74,Mostly cloudy throughout the day.
2009-07-12 00:00:00.000 +0200,Mostly Cloudy,rain,16.66666667,16.66666667,0.65,11.27,310,16.1,0,1014.8,Partly cloudy starting in the morning continuing until night.
2009-07-12 01:00:00.000 +0200,Mostly Cloudy,rain,15.55555556,15.55555556,0.7,11.27,310,16.1,0,1014.7,Partly cloudy starting in the morning continuing until night.
2009-07-12 03:00:00.000 +0200,Mostly Cloudy,rain,15.0,15.0,0.67,14.49,320,16.1,0,1014.6,Partly cloudy starting in the morning continuing until night.
2009-07-12 07:00:00.000 +0200,Clear,rain,16.11111111,16.11111111,0.62,16.1,320,9.982,0,1015.2,Partly cloudy starting in the morning continuing until night.
2009-07-12 08:00:00.000 +0200,Clear,rain,18.75,18.75,0.56,17.2753,323,10.3684,0,1015.36,Partly cloudy starting in the morning continuing until night.
2009-07-12 21:00:00.000 +0200,Partly Cloudy,rain,17.22222222,17.22222222,0.67,9.66,280,9.982,0,1014.3,Partly cloudy starting in the morning continuing until night.
2009-07-12 22:00:00.000 +0200,Partly Cloudy,rain,16.66666667,16.66666667,0.7,11.27,280,16.1,0,1014.6,Partly cloudy starting in the morning continuing until night.
2009-07-12 23:00:00.000 +0200,Clear,rain,16.43888889,16.43888889,0.7,6.8264,277,15.1501,0,1014.76,Partly cloudy starting in the morning continuing until night.
2009-07-13 07:00:00.000 +0200,Partly Cloudy,rain,18.88888889,18.88888889,0.65,0.0,0,9.982,0,1015.9,Partly cloudy starting in the morning continuing until evening.
2009-07-19 09:00:00.000 +0200,Partly Cloudy,rain,18.88888889,18.88888889,0.65,22.54,290,11.27,0,1015.9,Partly cloudy until evening.
2009-07-19 10:00:00.000 +0200,Partly Cloudy,rain,20.0,20.0,0.61,24.15,300,11.27,0,1016.1,Partly cloudy until evening.
2009-07-25 06:00:00.000 +0200,Partly Cloudy,rain,20.0,20.0,0.68,22.54,330,9.982,0,1013.2,Partly cloudy starting in the morning.
2009-07-09 08:00:00.000 +0200,Partly Cloudy,rain,18.88888889,18.88888889,0.65,15.617,329,10.3684,0,1015.87,Partly cloudy throughout the day.
2009-07-09 21:00:00.000 +0200,Partly Cloudy,rain,18.88888889,18.88888889,0.68,4.83,40,9.982,0,1013.8,Partly cloudy throughout the day.
2009-06-01 16:00:00.000 +0200,Overcast,rain,20.0,20.0,0.57,14.49,150,11.27,0,1014.7,Mostly cloudy throughout the day.
2009-06-10 00:00:00.000 +0200,Partly Cloudy,rain,18.88888889,18.88888889,0.68,6.44,180,16.1,0,1015.0,Partly cloudy throughout the day.
2009-06-10 01:00:00.000 +0200,Partly Cloudy,rain,18.88888889,18.88888889,0.7,6.44,160,16.1,0,1015.0,Partly cloudy throughout the day.
2009-06-11 21:00:00.000 +0200,Breezy and Mostly Cloudy,rain,18.88888889,18.88888889,0.61,37.03,340,11.27,0,1013.0,Mostly cloudy until night and breezy starting in the evening continuing until night.
2009-06-11 22:00:00.000 +0200,Breezy and Overcast,rain,18.33333333,18.33333333,0.63,32.2,320,16.1,0,1014.6,Mostly cloudy until night and breezy starting in the evening continuing until night.
2009-06-15 02:00:00.000 +0200,Mostly Cloudy,rain,19.48333333,19.48333333,0.66,10.304,216,15.1501,0,1016.44,Mostly cloudy throughout the day.
2009-06-16 01:00:00.000 +0200,Mostly Cloudy,rain,20.0,20.0,0.63,6.44,180,16.1,0,1015.3,Partly cloudy throughout the day.
2009-06-16 03:00:00.000 +0200,Mostly Cloudy,rain,18.88888889,18.88888889,0.7,11.27,170,16.1,0,1015.0,Partly cloudy throughout the day.
2009-06-16 06:00:00.000 +0200,Partly Cloudy,rain,20.0,20.0,0.68,4.83,180,9.982,0,1014.9,Partly cloudy throughout the day.
2009-06-20 20:00:00.000 +0200,Breezy and Partly Cloudy,rain,17.34444444,17.34444444,0.67,35.4683,320,11.4471,0,1013.01,Partly cloudy throughout the day and breezy in the evening.
2009-06-04 11:00:00.000 +0200,Mostly Cloudy,rain,15.92222222,15.92222222,0.49,13.6206,285,11.4471,0,1013.08,Partly cloudy throughout the day.
2009-06-04 12:00:00.000 +0200,Overcast,rain,17.22222222,17.22222222,0.41,11.27,310,11.27,0,1013.2,Partly cloudy throughout the day.
2009-06-08 22:00:00.000 +0200,Partly Cloudy,rain,19.44444444,19.44444444,0.7,0.0,0,16.1,0,1013.8,Partly cloudy throughout the day.
2009-03-30 13:00:00.000 +0200,Partly Cloudy,rain,17.22222222,17.22222222,0.63,17.71,330,11.27,0,1013.6,Partly cloudy throughout the day.
2009-03-30 14:00:00.000 +0200,Partly Cloudy,rain,17.30555556,17.30555556,0.62,14.5222,355,11.4471,0,1013.88,Partly cloudy throughout the day.
2009-03-30 15:00:00.000 +0200,Partly Cloudy,rain,18.88888889,18.88888889,0.61,17.71,340,11.27,0,1013.9,Partly cloudy throughout the day.
2009-03-30 16:00:00.000 +0200,Partly Cloudy,rain,17.22222222,17.22222222,0.58,22.54,330,11.27,0,1014.2,Partly cloudy throughout the day.
2009-03-30 17:00:00.000 +0200,Partly Cloudy,rain,15.27777778,15.27777778,0.66,25.6151,322,11.4471,0,1014.98,Partly cloudy throughout the day.
2009-05-11 02:00:00.000 +0200,Partly Cloudy,rain,15.85,15.85,0.68,10.8192,223,15.1501,0,1014.85,Partly cloudy throughout the day.
2009-05-11 21:00:00.000 +0200,Mostly Cloudy,rain,18.88888889,18.88888889,0.65,9.66,210,9.982,0,1013.8,Partly cloudy throughout the day.
2009-05-11 22:00:00.000 +0200,Partly Cloudy,rain,17.77777778,17.77777778,0.65,6.44,220,16.1,0,1014.5,Partly cloudy throughout the day.
2009-05-11 23:00:00.000 +0200,Partly Cloudy,rain,16.11111111,16.11111111,0.67,4.1538,243,15.1501,0,1014.6,Partly cloudy throughout the day.
